time,Overall_usage
2016-07-20,0.4928649768465278
2016-07-21,0.5978964236208333
2016-07-22,0.5347064467666667
2016-07-23,0.3568796643541667
2016-07-24,0.34073094910347224
2016-07-25,2.856820277770139
2016-07-26,2.378050196771528
2016-07-27,1.7948682870430557
2016-07-28,1.9374318865659723
2016-07-29,2.05077634259375
2016-07-30,2.0254885416611113
2016-07-31,1.436031620361111
2016-08-01,0.8773272106486112
2016-08-02,0.5609378935215278
2016-08-03,0.41830778932847223
2016-08-04,0.4842518865930555
2016-08-05,0.5776645833326389
2016-08-06,1.8683364583409723
2016-08-07,1.0189707291694445
2016-08-08,2.073374351847917
2016-08-09,0.7220234953715277
2016-08-10,0.712075972225
2016-08-11,3.0584583217569445
2016-08-12,2.268665625004167
2016-08-13,3.4382489583194444
2016-08-14,3.109559918988889
2016-08-15,2.6229525000243052
2016-08-16,1.7651304860861112
2016-08-17,2.06944284723125
2016-08-18,1.6416935416527776
2016-08-19,1.916724791667361
2016-08-20,1.3669777314930556
2016-08-21,0.6679718981618056
2016-08-22,1.068855601845139
2016-08-23,0.5254585995430556
2016-08-24,0.5054317013805556
2016-08-25,1.115493877304861
2016-08-26,0.7402734953645833
2016-08-27,0.41036990740486107
2016-08-28,0.35673828703819443
2016-08-29,3.4623832407437503
2016-08-30,0.9373878587902778
2016-08-31,0.5457558101798611
2016-09-01,0.6774036921347223
2016-09-02,0.6155303356534721
2016-09-03,0.7576017592472223
2016-09-04,0.723916504625
2016-09-05,0.7439559259201388
2016-09-06,0.54159091435625
2016-09-07,0.6169612963173611
2016-09-08,0.6806124074041667
2016-09-09,2.438020173617361
2016-09-10,1.255991770832639
2016-09-11,1.299397662042361
2016-09-12,0.75348300925
2016-09-13,0.6436788541729167
2016-09-14,0.5348118634250001
2016-09-15,0.5687493518604166
2016-09-16,0.3813639236201389
2016-09-17,0.3646382060208333
2016-09-18,0.49871575231597226
2016-09-19,0.7184425810236111
2016-09-20,0.6348368749944444
2016-09-21,0.4755538078715278
2016-09-22,0.48496085647916665
2016-09-23,0.5981551736083334
2016-09-24,1.1269489467694445
2016-09-25,0.9768190393680556
2016-09-26,0.7266296180555555
2016-09-27,0.679119259261111
2016-09-28,0.5508229745368055
2016-09-29,0.4849392361090278
2016-09-30,0.6376654976770832
2016-10-01,0.68448386574375
2016-10-02,0.925270925925
2016-10-03,0.7211181828722223
2016-10-04,0.7629283796208333
2016-10-05,0.5980505902736111
2016-10-06,0.5567986458395833
2016-10-07,0.5188652199048611
2016-10-08,0.36454908565486116
2016-10-09,0.5910903125069444
2016-10-10,0.9040897453652779
2016-10-11,0.5424229976881945
2016-10-12,0.4828716782458333
2016-10-13,0.6017097685152778
2016-10-14,0.5321871874972222
2016-10-15,0.9304318981388888
2016-10-16,0.7452802430500001
2016-10-17,0.6263262963097223
2016-10-18,0.8597995138805555
2016-10-19,0.6013466087805556
2016-10-20,0.7037382638798612
2016-10-21,0.5388255902763889
2016-10-22,0.7168699999993056
2016-10-23,0.8051952546277779
2016-10-24,0.8443421180506945
2016-10-25,0.7095073495333334
2016-10-26,0.7472378819458333
2016-10-27,1.111133715267361
2016-10-28,0.5074271412131944
2016-10-29,0.5117826388826389
2016-10-30,0.4046181944333333
2016-10-31,0.8378464930652778
2016-11-01,0.8206565625402777
2016-11-02,0.5137167939784723
2016-11-03,0.7041898495319445
2016-11-04,0.588964884267361
2016-11-05,1.0243804629513888
2016-11-06,1.0789164236076387
2016-11-07,0.7650206712868055
2016-11-08,0.7119829513909722
2016-11-09,0.6822114583236112
2016-11-10,0.6685526736472222
2016-11-11,0.7998837615826389
2016-11-12,0.964633935195139
2016-11-13,0.7804650231458333
2016-11-14,0.7321256249868056
2016-11-15,0.8424079513881945
2016-11-16,0.7223045023097222
2016-11-17,0.7004225694305556
2016-11-18,0.70137804398125
2016-11-19,0.6255239004645833
2016-11-20,0.8573696759229167
2016-11-21,1.2093546064756946
2016-11-22,0.9571083217562499
2016-11-23,0.7917780787027777
2016-11-24,1.5407583912069445
2016-11-25,1.1374159837958333
2016-11-26,0.8617932060118055
2016-11-27,0.9381855671479167
2016-11-28,0.7904979861138889
2016-11-29,1.0263292013965277
2016-11-30,0.7509751041749999
2016-12-01,0.7663920949111112
2016-12-02,0.7843334722152778
2016-12-03,0.7044989120229167
2016-12-04,0.7792101388965278
2016-12-05,1.3783429745479165
2016-12-06,0.9612376388798611
2016-12-07,0.7585618865784722
2016-12-08,0.9924804629590278
2016-12-09,0.9718450000041667
2016-12-10,0.9293874537041666
2016-12-11,1.0451701157256943
2016-12-12,1.123496539367361
2016-12-13,0.7870889699076389
2016-12-14,0.7130904513847223
2016-12-15,1.047685023140278
2016-12-16,1.3021084126714286
